Case_ID,URL,Job_Title,Monthly_Salary,Raw_JSON
臺灣臺北地方法院 114 年度 司他 字第 592 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c114%2c%e5%8f%b8%e4%bb%96%2c592%2c20251216%2c1&ot=in,,,"{""job_title"": null, ""monthly_salary"": null, ""currency"": ""TWD""}"
臺灣屏東地方法院 114 年度 勞補 字第 43 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=PTDV%2c114%2c%e5%8b%9e%e8%a3%9c%2c43%2c20251215%2c1&ot=in,皇曜工程有限公司,,"{""job_title"": ""皇曜工程有限公司"", ""monthly_salary"": null, ""currency"": ""TWD""}"
臺灣臺南地方法院 114 年度 勞訴 字第 145 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TNDV%2c114%2c%e5%8b%9e%e8%a8%b4%2c145%2c20251215%2c1&ot=in,豪堤紙袋股份有限公司,30000.0,"{""job_title"": ""豪堤紙袋股份有限公司"", ""monthly_salary"": 30000, ""currency"": ""TWD""}"
臺灣臺北地方法院 112 年度 勞訴 字第 306 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c112%2c%e5%8b%9e%e8%a8%b4%2c306%2c20251212%2c1&ot=in,,50000.0,"{""job_title"": null, ""monthly_salary"": 50000, ""currency"": ""TWD""}"
臺灣高雄地方法院 114 年度 勞訴 字第 67 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=KSDV%2c114%2c%e5%8b%9e%e8%a8%b4%2c67%2c20251212%2c1&ot=in,工程師,65000.0,"{""job_title"": ""工程師"", ""monthly_salary"": 65000, ""currency"": ""TWD""}"
臺灣屏東地方法院 114 年度 勞補 字第 40 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=PTDV%2c114%2c%e5%8b%9e%e8%a3%9c%2c40%2c20251211%2c1&ot=in,,55908.0,"{""job_title"": null, ""monthly_salary"": 55908, ""currency"": ""TWD""}"
臺灣新北地方法院 114 年度 勞訴 字第 211 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=PCDV%2c114%2c%e5%8b%9e%e8%a8%b4%2c211%2c20251210%2c2&ot=in,,55000.0,"{""job_title"": null, ""monthly_salary"": 55000, ""currency"": ""TWD""}"
臺灣臺北地方法院 114 年度 勞補 字第 466 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c114%2c%e5%8b%9e%e8%a3%9c%2c466%2c20251210%2c1&ot=in,筑安營造股份有限公司,,"{""job_title"": ""筑安營造股份有限公司"", ""monthly_salary"": null, ""currency"": ""TWD""}"
臺灣臺北地方法院 114 年度 勞補 字第 461 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c114%2c%e5%8b%9e%e8%a3%9c%2c461%2c20251210%2c1&ot=in,,,"{""job_title"": null, ""monthly_salary"": null, ""currency"": ""TWD""}"
臺灣新北地方法院 114 年度 勞訴 字第 7 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=PCDV%2c114%2c%e5%8b%9e%e8%a8%b4%2c7%2c20251210%2c1&ot=in,副總,60000.0,"{""job_title"": ""副總"", ""monthly_salary"": 60000, ""currency"": ""TWD""}"
臺灣新北地方法院 114 年度 勞訴 字第 162 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=PCDV%2c114%2c%e5%8b%9e%e8%a8%b4%2c162%2c20251210%2c1&ot=in,私人教練,,"{""job_title"": ""私人教練"", ""monthly_salary"": null, ""currency"": ""TWD""}"
臺灣高等法院 114 年度 勞上 字第 41 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPHV%2c114%2c%e5%8b%9e%e4%b8%8a%2c41%2c20251209%2c1&ot=in,資深專員,65800.0,"{""job_title"": ""資深專員"", ""monthly_salary"": 65800, ""currency"": ""TWD""}"
臺灣高等法院 113 年度 勞上 字第 125 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPHV%2c113%2c%e5%8b%9e%e4%b8%8a%2c125%2c20251209%2c1&ot=in,號誌測試經理,157863.0,"{""job_title"": ""號誌測試經理"", ""monthly_salary"": 157863, ""currency"": ""TWD""}"
臺灣新北地方法院 114 年度 重勞訴 字第 32 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=PCDV%2c114%2c%e9%87%8d%e5%8b%9e%e8%a8%b4%2c32%2c20251209%2c1&ot=in,,98000.0,"{""job_title"": null, ""monthly_salary"": 98000, ""currency"": ""TWD""}"
臺灣新北地方法院 114 年度 審勞補 字第 34 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=PCDV%2c114%2c%e5%af%a9%e5%8b%9e%e8%a3%9c%2c34%2c20251209%2c1&ot=in,,72000.0,"{""job_title"": null, ""monthly_salary"": 72000, ""currency"": ""TWD""}"
臺灣臺北地方法院 114 年度 勞訴 字第 139 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c114%2c%e5%8b%9e%e8%a8%b4%2c139%2c20251209%2c1&ot=in,"資材部經理, 資材部採購課長",,"{""job_title"": ""資材部經理, 資材部採購課長"", ""monthly_salary"": null, ""currency"": ""TWD""}"
臺灣士林地方法院 114 年度 勞訴 字第 102 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=SLDV%2c114%2c%e5%8b%9e%e8%a8%b4%2c102%2c20251209%2c1&ot=in,,,"{""job_title"": null, ""monthly_salary"": null, ""currency"": ""TWD""}"
臺灣臺北地方法院 114 年度 勞補 字第 440 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c114%2c%e5%8b%9e%e8%a3%9c%2c440%2c20251208%2c1&ot=in,,60000.0,"{""job_title"": null, ""monthly_salary"": 60000, ""currency"": ""TWD""}"
臺灣臺北地方法院 112 年度 勞訴 字第 406 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c112%2c%e5%8b%9e%e8%a8%b4%2c406%2c20251205%2c2&ot=in,,31931.0,"{""job_title"": null, ""monthly_salary"": 31931, ""currency"": ""TWD""}"
臺灣臺北地方法院 114 年度 重勞訴 字第 32 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c114%2c%e9%87%8d%e5%8b%9e%e8%a8%b4%2c32%2c20251205%2c2&ot=in,資深業務經理,219020.0,"{""job_title"": ""資深業務經理"", ""monthly_salary"": 219020, ""currency"": ""TWD""}"
臺灣臺北地方法院 113 年度 勞訴 字第 260 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c113%2c%e5%8b%9e%e8%a8%b4%2c260%2c20251203%2c2&ot=in,,85000.0,"{""job_title"": null, ""monthly_salary"": 85000, ""currency"": ""TWD""}"
臺灣士林地方法院 114 年度 勞補 字第 208 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=SLDV%2c114%2c%e5%8b%9e%e8%a3%9c%2c208%2c20251203%2c1&ot=in,,43900.0,"{""job_title"": null, ""monthly_salary"": 43900, ""currency"": ""TWD""}"
臺灣臺北地方法院 114 年度 勞補 字第 488 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c114%2c%e5%8b%9e%e8%a3%9c%2c488%2c20251203%2c1&ot=in,豆府股份有限公司,,"{""job_title"": ""豆府股份有限公司"", ""monthly_salary"": null, ""currency"": ""TWD""}"
臺灣高雄地方法院 114 年度 勞補 字第 277 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=KSDV%2c114%2c%e5%8b%9e%e8%a3%9c%2c277%2c20251203%2c1&ot=in,,53031.0,"{""job_title"": null, ""monthly_salary"": 53031, ""currency"": ""TWD""}"
臺灣新北地方法院 114 年度 勞訴 字第 167 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=PCDV%2c114%2c%e5%8b%9e%e8%a8%b4%2c167%2c20251203%2c1&ot=in,工務,48000.0,"{""job_title"": ""工務"", ""monthly_salary"": 48000, ""currency"": ""TWD""}"
臺灣臺北地方法院 113 年度 重勞訴 字第 48 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c113%2c%e9%87%8d%e5%8b%9e%e8%a8%b4%2c48%2c20251203%2c2&ot=in,NBD部門總監,120000.0,"{""job_title"": ""NBD部門總監"", ""monthly_salary"": 120000, ""currency"": ""TWD""}"
臺灣雲林地方法院 114 年度 勞訴 字第 14 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=ULDV%2c114%2c%e5%8b%9e%e8%a8%b4%2c14%2c20251203%2c2&ot=in,台灣電力股份有限公司,,"{""job_title"": ""台灣電力股份有限公司"", ""monthly_salary"": null, ""currency"": ""TWD""}"
臺灣高等法院 114 年度 重勞上 字第 19 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPHV%2c114%2c%e9%87%8d%e5%8b%9e%e4%b8%8a%2c19%2c20251202%2c1&ot=in,線上軟體工程師,125000.0,"{""job_title"": ""線上軟體工程師"", ""monthly_salary"": 125000, ""currency"": ""TWD""}"
臺灣新北地方法院 114 年度 重勞訴 字第 36 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=PCDV%2c114%2c%e9%87%8d%e5%8b%9e%e8%a8%b4%2c36%2c20251202%2c1&ot=in,,375779.0,"{""job_title"": null, ""monthly_salary"": 375779, ""currency"": ""TWD""}"
臺灣臺南地方法院 114 年度 司他 字第 297 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TNDV%2c114%2c%e5%8f%b8%e4%bb%96%2c297%2c20251202%2c1&ot=in,沐光研創國際有限公司,41143.0,"{""job_title"": ""沐光研創國際有限公司"", ""monthly_salary"": 41143, ""currency"": ""TWD""}"
臺灣苗栗地方法院 114 年度 勞補 字第 70 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=MLDV%2c114%2c%e5%8b%9e%e8%a3%9c%2c70%2c20251202%2c1&ot=in,冠軍建材股份有限公司,,"{""job_title"": ""冠軍建材股份有限公司"", ""monthly_salary"": null, ""currency"": ""TWD""}"
臺灣臺中地方法院 114 年度 勞補 字第 838 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TCDV%2c114%2c%e5%8b%9e%e8%a3%9c%2c838%2c20251201%2c1&ot=in,柏樂生活管理顧問有限公司,,"{""job_title"": ""柏樂生活管理顧問有限公司"", ""monthly_salary"": null, ""currency"": ""TWD""}"
臺灣新竹地方法院 114 年度 勞補 字第 161 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=SCDV%2c114%2c%e5%8b%9e%e8%a3%9c%2c161%2c20251201%2c1&ot=in,御境公寓大廈管理維護股份有限公司,,"{""job_title"": ""御境公寓大廈管理維護股份有限公司"", ""monthly_salary"": null, ""currency"": ""TWD""}"
臺灣臺中地方法院 114 年度 救 字第 206 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TCDV%2c114%2c%e6%95%91%2c206%2c20251201%2c1&ot=in,,8000.0,"{""job_title"": null, ""monthly_salary"": 8000, ""currency"": ""TWD""}"
臺灣臺中地方法院 114 年度 勞補 字第 862 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TCDV%2c114%2c%e5%8b%9e%e8%a3%9c%2c862%2c20251201%2c1&ot=in,世豪遊覽車有限公司,,"{""job_title"": ""世豪遊覽車有限公司"", ""monthly_salary"": null, ""currency"": ""TWD""}"
臺灣臺北地方法院 114 年度 勞補 字第 438 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c114%2c%e5%8b%9e%e8%a3%9c%2c438%2c20251201%2c1&ot=in,,200000.0,"{""job_title"": null, ""monthly_salary"": 200000, ""currency"": ""TWD""}"
臺灣臺北地方法院 114 年度 勞補 字第 381 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c114%2c%e5%8b%9e%e8%a3%9c%2c381%2c20251201%2c1&ot=in,總幹事,47600.0,"{""job_title"": ""總幹事"", ""monthly_salary"": 47600, ""currency"": ""TWD""}"
臺灣高等法院 114 年度 勞抗 字第 40 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPHV%2c114%2c%e5%8b%9e%e6%8a%97%2c40%2c20251128%2c1&ot=in,財務處副處長,135000.0,"{""job_title"": ""財務處副處長"", ""monthly_salary"": 135000, ""currency"": ""TWD""}"
臺灣臺中地方法院 114 年度 勞補 字第 849 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TCDV%2c114%2c%e5%8b%9e%e8%a3%9c%2c849%2c20251128%2c1&ot=in,,65000.0,"{""job_title"": null, ""monthly_salary"": 65000, ""currency"": ""TWD""}"
臺灣臺中地方法院 114 年度 勞補 字第 817 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TCDV%2c114%2c%e5%8b%9e%e8%a3%9c%2c817%2c20251128%2c1&ot=in,,29350.0,"{""job_title"": null, ""monthly_salary"": 29350, ""currency"": ""TWD""}"
臺灣臺中地方法院 114 年度 勞補 字第 812 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TCDV%2c114%2c%e5%8b%9e%e8%a3%9c%2c812%2c20251128%2c1&ot=in,悠若有限公司,,"{""job_title"": ""悠若有限公司"", ""monthly_salary"": null, ""currency"": ""TWD""}"
臺灣新竹地方法院 114 年度 重勞訴 字第 6 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=SCDV%2c114%2c%e9%87%8d%e5%8b%9e%e8%a8%b4%2c6%2c20251128%2c1&ot=in,總經理特助,,"{""job_title"": ""總經理特助"", ""monthly_salary"": null, ""currency"": ""TWD""}"
臺灣臺南地方法院 114 年度 勞訴 字第 128 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TNDV%2c114%2c%e5%8b%9e%e8%a8%b4%2c128%2c20251128%2c1&ot=in,藥事服務人員,76000.0,"{""job_title"": ""藥事服務人員"", ""monthly_salary"": 76000, ""currency"": ""TWD""}"
臺灣臺南地方法院 114 年度 勞訴 字第 62 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TNDV%2c114%2c%e5%8b%9e%e8%a8%b4%2c62%2c20251128%2c3&ot=in,廟祝,,"{""job_title"": ""廟祝"", ""monthly_salary"": null, ""currency"": ""TWD""}"
臺灣臺南地方法院 113 年度 勞訴 字第 44 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TNDV%2c113%2c%e5%8b%9e%e8%a8%b4%2c44%2c20251128%2c2&ot=in,業務專案經理,58000.0,"{""job_title"": ""業務專案經理"", ""monthly_salary"": 58000, ""currency"": ""TWD""}"
臺灣臺北地方法院 114 年度 勞補 字第 472 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c114%2c%e5%8b%9e%e8%a3%9c%2c472%2c20251126%2c1&ot=in,,52000.0,"{""job_title"": null, ""monthly_salary"": 52000, ""currency"": ""TWD""}"
臺灣臺北地方法院 114 年度 勞全 字第 68 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c114%2c%e5%8b%9e%e5%85%a8%2c68%2c20251126%2c1&ot=in,財務經理,304621.0,"{""job_title"": ""財務經理"", ""monthly_salary"": 304621, ""currency"": ""TWD""}"
臺灣新竹地方法院 114 年度 重勞訴 字第 7 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=SCDV%2c114%2c%e9%87%8d%e5%8b%9e%e8%a8%b4%2c7%2c20251126%2c1&ot=in,管理部經理,100000.0,"{""job_title"": ""管理部經理"", ""monthly_salary"": 100000, ""currency"": ""TWD""}"
臺灣高等法院 113 年度 重勞上 字第 23 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPHV%2c113%2c%e9%87%8d%e5%8b%9e%e4%b8%8a%2c23%2c20251125%2c2&ot=in,永豐商業銀行股份有限公司,,"{""job_title"": ""永豐商業銀行股份有限公司"", ""monthly_salary"": null, ""currency"": ""TWD""}"
臺灣高等法院 113 年度 重勞上 字第 23 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPHV%2c113%2c%e9%87%8d%e5%8b%9e%e4%b8%8a%2c23%2c20251125%2c1&ot=in,分行經理,108148.0,"{""job_title"": ""分行經理"", ""monthly_salary"": 108148, ""currency"": ""TWD""}"
臺灣高雄地方法院 114 年度 勞補 字第 269 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=KSDV%2c114%2c%e5%8b%9e%e8%a3%9c%2c269%2c20251125%2c1&ot=in,,33500.0,"{""job_title"": null, ""monthly_salary"": 33500, ""currency"": ""TWD""}"
臺灣臺北地方法院 114 年度 勞訴 字第 112 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c114%2c%e5%8b%9e%e8%a8%b4%2c112%2c20251125%2c1&ot=in,行政助理,45000.0,"{""job_title"": ""行政助理"", ""monthly_salary"": 45000, ""currency"": ""TWD""}"
臺灣桃園地方法院 114 年度 勞訴 字第 91 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TYDV%2c114%2c%e5%8b%9e%e8%a8%b4%2c91%2c20251125%2c1&ot=in,廚房人員,37000.0,"{""job_title"": ""廚房人員"", ""monthly_salary"": 37000, ""currency"": ""TWD""}"
臺灣桃園地方法院 114 年度 勞訴 字第 29 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TYDV%2c114%2c%e5%8b%9e%e8%a8%b4%2c29%2c20251125%2c1&ot=in,萬能科技大學,,"{""job_title"": ""萬能科技大學"", ""monthly_salary"": null, ""currency"": ""TWD""}"
臺灣桃園地方法院 114 年度 勞訴 字第 123 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TYDV%2c114%2c%e5%8b%9e%e8%a8%b4%2c123%2c20251125%2c2&ot=in,,,"{""job_title"": null, ""monthly_salary"": null, ""currency"": ""TWD""}"
臺灣高等法院 臺中分院 114 年度 勞抗 字第 21 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TCHV%2c114%2c%e5%8b%9e%e6%8a%97%2c21%2c20251124%2c1&ot=in,會計行政人員,41878.0,"{""job_title"": ""會計行政人員"", ""monthly_salary"": 41878, ""currency"": ""TWD""}"
臺灣臺中地方法院 114 年度 勞補 字第 801 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TCDV%2c114%2c%e5%8b%9e%e8%a3%9c%2c801%2c20251124%2c1&ot=in,,31800.0,"{""job_title"": null, ""monthly_salary"": 31800, ""currency"": ""TWD""}"
臺灣新北地方法院 114 年度 審勞補 字第 25 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=PCDV%2c114%2c%e5%af%a9%e5%8b%9e%e8%a3%9c%2c25%2c20251124%2c1&ot=in,,35000.0,"{""job_title"": null, ""monthly_salary"": 35000, ""currency"": ""TWD""}"
臺灣新北地方法院 114 年度 司他 字第 133 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=PCDV%2c114%2c%e5%8f%b8%e4%bb%96%2c133%2c20251124%2c1&ot=in,,,"{""job_title"": null, ""monthly_salary"": null, ""currency"": ""TWD""}"
臺灣高雄地方法院 114 年度 勞補 字第 252 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=KSDV%2c114%2c%e5%8b%9e%e8%a3%9c%2c252%2c20251124%2c1&ot=in,,33280.0,"{""job_title"": null, ""monthly_salary"": 33280, ""currency"": ""TWD""}"
臺灣高雄地方法院 114 年度 勞補 字第 275 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=KSDV%2c114%2c%e5%8b%9e%e8%a3%9c%2c275%2c20251124%2c1&ot=in,,,"{""job_title"": null, ""monthly_salary"": null, ""currency"": ""TWD""}"
臺灣新北地方法院 114 年度 勞訴 字第 233 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=PCDV%2c114%2c%e5%8b%9e%e8%a8%b4%2c233%2c20251121%2c1&ot=in,,76000.0,"{""job_title"": null, ""monthly_salary"": 76000, ""currency"": ""TWD""}"
臺灣臺北地方法院 113 年度 重勞訴 字第 84 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c113%2c%e9%87%8d%e5%8b%9e%e8%a8%b4%2c84%2c20251121%2c1&ot=in,採購經理,70000.0,"{""job_title"": ""採購經理"", ""monthly_salary"": 70000, ""currency"": ""TWD""}"
臺灣臺北地方法院 114 年度 勞訴 字第 32 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c114%2c%e5%8b%9e%e8%a8%b4%2c32%2c20251121%2c2&ot=in,貨車司機,32000.0,"{""job_title"": ""貨車司機"", ""monthly_salary"": 32000, ""currency"": ""TWD""}"
最高法院 114 年度 台上 字第 1898 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPSV%2c114%2c%e5%8f%b0%e4%b8%8a%2c1898%2c20251120%2c1&ot=in,法務副理,60000.0,"{""job_title"": ""法務副理"", ""monthly_salary"": 60000, ""currency"": ""TWD""}"
臺灣高等法院 臺中分院 114 年度 勞抗 字第 20 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TCHV%2c114%2c%e5%8b%9e%e6%8a%97%2c20%2c20251119%2c1&ot=in,業務,64000.0,"{""job_title"": ""業務"", ""monthly_salary"": 64000, ""currency"": ""TWD""}"
臺灣臺北地方法院 114 年度 勞訴 字第 32 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c114%2c%e5%8b%9e%e8%a8%b4%2c32%2c20251119%2c1&ot=in,玉閔行即黃鳳玉,,"{""job_title"": ""玉閔行即黃鳳玉"", ""monthly_salary"": null, ""currency"": ""TWD""}"
臺灣臺北地方法院 114 年度 勞訴 字第 17 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c114%2c%e5%8b%9e%e8%a8%b4%2c17%2c20251119%2c1&ot=in,服務員,33000.0,"{""job_title"": ""服務員"", ""monthly_salary"": 33000, ""currency"": ""TWD""}"
臺灣臺北地方法院 112 年度 勞訴 字第 406 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c112%2c%e5%8b%9e%e8%a8%b4%2c406%2c20251119%2c1&ot=in,保全人員,36000.0,"{""job_title"": ""保全人員"", ""monthly_salary"": 36000, ""currency"": ""TWD""}"
臺灣高等法院 高雄分院 114 年度 勞上 字第 4 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=KSHV%2c114%2c%e5%8b%9e%e4%b8%8a%2c4%2c20251118%2c1&ot=in,銷售顧問,,"{""job_title"": ""銷售顧問"", ""monthly_salary"": null, ""currency"": ""TWD""}"
臺灣彰化地方法院 114 年度 勞補 字第 99 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=CHDV%2c114%2c%e5%8b%9e%e8%a3%9c%2c99%2c20251118%2c1&ot=in,被告,,"{""job_title"": ""被告"", ""monthly_salary"": null, ""currency"": ""TWD""}"
臺灣高等法院 臺中分院 114 年度 勞抗 字第 12 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TCHV%2c114%2c%e5%8b%9e%e6%8a%97%2c12%2c20251114%2c1&ot=in,課長,96405.0,"{""job_title"": ""課長"", ""monthly_salary"": 96405, ""currency"": ""TWD""}"
臺灣臺北地方法院 113 年度 勞訴 字第 338 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c113%2c%e5%8b%9e%e8%a8%b4%2c338%2c20251114%2c2&ot=in,接待人員,55000.0,"{""job_title"": ""接待人員"", ""monthly_salary"": 55000, ""currency"": ""TWD""}"
臺灣新北地方法院 113 年度 重勞訴 字第 21 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=PCDV%2c113%2c%e9%87%8d%e5%8b%9e%e8%a8%b4%2c21%2c20251114%2c3&ot=in,客戶服務部處長,201483.0,"{""job_title"": ""客戶服務部處長"", ""monthly_salary"": 201483, ""currency"": ""TWD""}"
臺灣桃園地方法院 113 年度 勞訴 字第 125 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TYDV%2c113%2c%e5%8b%9e%e8%a8%b4%2c125%2c20251114%2c1&ot=in,技術師,54000.0,"{""job_title"": ""技術師"", ""monthly_salary"": 54000, ""currency"": ""TWD""}"
臺灣新北地方法院 113 年度 重勞訴 字第 33 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=PCDV%2c113%2c%e9%87%8d%e5%8b%9e%e8%a8%b4%2c33%2c20251114%2c2&ot=in,定價管理部處長,,"{""job_title"": ""定價管理部處長"", ""monthly_salary"": null, ""currency"": ""TWD""}"
臺灣新北地方法院 114 年度 勞補 字第 229 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=PCDV%2c114%2c%e5%8b%9e%e8%a3%9c%2c229%2c20251113%2c1&ot=in,雙全股份有限公司(雙全生活館),,"{""job_title"": ""雙全股份有限公司(雙全生活館)"", ""monthly_salary"": null, ""currency"": ""TWD""}"
臺灣臺中地方法院 114 年度 勞全 字第 22 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TCDV%2c114%2c%e5%8b%9e%e5%85%a8%2c22%2c20251113%2c1&ot=in,技術員,40344.0,"{""job_title"": ""技術員"", ""monthly_salary"": 40344, ""currency"": ""TWD""}"
臺灣臺南地方法院 114 年度 重勞訴 字第 3 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TNDV%2c114%2c%e9%87%8d%e5%8b%9e%e8%a8%b4%2c3%2c20251113%2c1&ot=in,人資副理,151503.0,"{""job_title"": ""人資副理"", ""monthly_salary"": 151503, ""currency"": ""TWD""}"
臺灣高等法院 114 年度 勞抗 字第 69 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPHV%2c114%2c%e5%8b%9e%e6%8a%97%2c69%2c20251112%2c1&ot=in,專利工程師,86520.0,"{""job_title"": ""專利工程師"", ""monthly_salary"": 86520, ""currency"": ""TWD""}"
臺灣高等法院 花蓮分院 114 年度 勞上 字第 4 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=HLHV%2c114%2c%e5%8b%9e%e4%b8%8a%2c4%2c20251112%2c1&ot=in,場務課長,59300.0,"{""job_title"": ""場務課長"", ""monthly_salary"": 59300, ""currency"": ""TWD""}"
